job_role_applied,gender,nationality,education_level,university_tier,relevant_experience_years,skill_match_score,interview_score,Hiring Probability,Decision
Data Analyst,Male,Indian,Master,Tier 2,3.65,1.0,77.4,0.2717525366770927,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),6.35,0.588,72.6,0.049619810610562594,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,12.09,0.748,82.6,0.2643730669654579,❌ REJECT
Data Analyst,Female,African,Bachelor,Tier 2,21.02,1.0,74.8,0.7436284657190501,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),8.26,1.0,72.8,0.2703224543983729,❌ REJECT
Data Analyst,Male,Asian (other),Bachelor,Tier 2,5.07,0.595,75.2,0.05794908144262009,❌ REJECT
Data Analyst,Female,Asian (other),Bachelor,Tier 1 (Top),11.95,0.781,75.6,0.2527653142235047,❌ REJECT
Data Analyst,Non-binary/Other,European,Bachelor,Tier 3,13.05,0.96,73.9,0.23049789039038823,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 1 (Top),8.67,0.538,71.9,0.16028888358319893,❌ REJECT
Data Analyst,Male,Asian (other),Bachelor,Tier 2,3.26,1.0,62.7,0.1576633741034536,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 3,6.97,0.866,98.0,0.33364836707361406,❌ REJECT
Data Analyst,Male,American,Bachelor,Tier 2,7.26,0.26,98.0,0.1677583919661057,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Unknown,16.56,0.817,91.1,0.3912168445652312,❌ REJECT
Data Analyst,Male,European,Master,Tier 3,12.75,0.823,72.9,0.16704345978545132,❌ REJECT
Data Analyst,Female,Indian,PhD,Tier 3,4.11,0.727,81.5,0.19106429851816797,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 2,12.3,1.0,61.2,0.240108187271704,❌ REJECT
Data Analyst,Male,Asian (other),Bachelor,Tier 2,8.06,0.86,65.4,0.16064999349560952,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 3,3.88,0.726,84.2,0.13991324286325718,❌ REJECT
Data Analyst,Male,African,Master,Tier 2,11.25,0.682,84.3,0.3140746566295603,❌ REJECT
Data Analyst,Female,Other,Bachelor,Tier 2,7.58,0.809,75.5,0.21349610669685667,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 3,17.99,1.0,77.1,0.5547437194881153,✅ SHORTLIST
Data Analyst,Non-binary/Other,American,Bachelor,Tier 2,19.58,1.0,71.4,0.22229314581591525,❌ REJECT
Data Analyst,Male,American,Master,Unknown,4.22,0.735,89.8,0.5836949465081074,✅ SHORTLIST
Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),12.15,0.527,81.7,0.22048001859221575,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 3,8.31,1.0,86.9,0.5719370447595746,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),8.09,0.801,88.3,0.30816708393309306,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,3.23,0.779,84.8,0.15649098226720926,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),3.35,0.576,86.8,0.07802031829746967,❌ REJECT
Data Analyst,Female,African,Bachelor,Tier 2,10.27,1.0,65.8,0.20131015763172214,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 1 (Top),9.72,0.998,92.0,0.7114743995133902,✅ SHORTLIST
Data Analyst,Female,Indian,High School,Tier 2,8.2,0.587,80.8,0.12374177183291543,❌ REJECT
Data Analyst,Male,African,Bachelor,Tier 1 (Top),14.33,0.391,70.9,0.13194782410083017,❌ REJECT
Data Analyst,Male,Indian,PhD,Tier 3,4.71,1.0,87.4,0.47968711413012294,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 3,5.23,0.868,93.2,0.19188863317387156,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 3,4.1,1.0,84.9,0.48092710743754863,❌ REJECT
Data Analyst,Female,Asian (other),Master,Tier 3,24.15,0.846,85.8,0.3797718636579551,❌ REJECT
Data Analyst,Male,Asian (other),High School,Tier 3,11.98,0.654,59.5,0.11049236202086966,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 2,13.64,1.0,63.9,0.13347341295332993,❌ REJECT
Data Analyst,Male,African,Bachelor,Tier 3,18.53,1.0,82.4,0.7204946571124462,✅ SHORTLIST
Data Analyst,Male,American,Bachelor,Tier 2,16.04,0.949,89.4,0.8390389666675995,✅ SHORTLIST
Data Analyst,Female,Indian,Master,Tier 2,10.0,1.0,98.0,0.6985955443479916,✅ SHORTLIST
Data Analyst,Female,African,Bachelor,Tier 3,3.99,0.654,69.3,0.06353874257429122,❌ REJECT
Data Analyst,Male,European,High School,Tier 2,7.9,0.956,98.0,0.6784851296151294,✅ SHORTLIST
Data Analyst,Female,Indian,High School,Tier 2,13.8,1.0,94.7,0.795496484102157,✅ SHORTLIST
Data Analyst,Non-binary/Other,American,Bachelor,Tier 3,10.02,0.771,75.7,0.13565313910651722,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,3.3,0.843,91.6,0.19403039465989194,❌ REJECT
Data Analyst,Male,American,Master,Tier 1 (Top),21.16,1.0,87.1,0.7532954033084404,✅ SHORTLIST
Data Analyst,Male,Indian,Master,Unknown,4.55,0.434,64.8,0.08952179253938101,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 2,14.07,0.619,69.2,0.05781018769929889,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 3,25.81,1.0,79.5,0.5603244816503645,✅ SHORTLIST
Data Analyst,Non-binary/Other,American,Bachelor,Tier 3,9.47,0.721,79.4,0.18522262510026466,❌ REJECT
Data Analyst,Male,Other,Master,Tier 3,4.45,0.825,89.2,0.4262868927002603,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 3,27.57,1.0,73.8,0.8382305614146504,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 2,30.0,1.0,80.5,0.8440879943084459,✅ SHORTLIST
Data Analyst,Female,European,Bachelor,Unknown,3.03,0.845,83.2,0.2584531060199719,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 2,15.78,1.0,75.0,0.42174993401186045,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 2,4.97,0.893,94.0,0.6406583660295472,✅ SHORTLIST
Data Analyst,Female,Indian,Bachelor,Tier 3,7.0,0.83,80.8,0.27211954655649584,❌ REJECT
Data Analyst,Male,African,Bachelor,Tier 2,5.94,0.31,76.7,0.051364407325420594,❌ REJECT
Data Analyst,Male,American,High School,Tier 2,14.07,0.713,74.4,0.16997577551290277,❌ REJECT
Data Analyst,Male,European,High School,Unknown,12.57,0.998,98.0,0.4561204279480772,❌ REJECT
Data Analyst,Female,American,Bachelor,Tier 2,13.67,0.947,60.0,0.19090370173878937,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 2,10.37,0.756,88.2,0.26226676637482405,❌ REJECT
Data Analyst,Male,African,Master,Tier 3,5.45,0.613,90.2,0.131639033182762,❌ REJECT
Data Analyst,Male,American,Bachelor,Tier 1 (Top),9.91,0.827,75.6,0.15986240529641924,❌ REJECT
Data Analyst,Female,Asian (other),Bachelor,Tier 2,18.55,1.0,70.6,0.30441247409159117,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 3,7.45,0.744,89.0,0.17260736794000814,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 3,10.55,0.827,62.6,0.1272548286544185,❌ REJECT
Data Analyst,Male,Other,Bachelor,Tier 3,5.04,0.681,88.3,0.11870908396372613,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,6.73,0.805,98.0,0.6714329188847569,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 2,3.59,0.529,70.1,0.04416875565540139,❌ REJECT
Data Analyst,Male,Asian (other),Bachelor,Tier 1 (Top),3.7,0.728,82.1,0.19986050680442025,❌ REJECT
Data Analyst,Male,American,Bachelor,Tier 2,18.32,0.923,87.9,0.5779139824681221,✅ SHORTLIST
Data Analyst,Female,Other,Bachelor,Tier 2,6.42,1.0,98.0,0.6660870035185635,✅ SHORTLIST
Data Analyst,Female,Indian,High School,Tier 3,6.64,0.191,68.4,0.07057319478431083,❌ REJECT
Data Analyst,Female,African,Bachelor,Tier 1 (Top),9.68,0.734,86.3,0.6169496920703371,✅ SHORTLIST
Data Analyst,Female,Indian,Bachelor,Tier 2,10.11,0.601,96.1,0.2899237101237589,❌ REJECT
Data Analyst,Male,African,Bachelor,Tier 2,20.5,1.0,98.0,0.8637874340836784,✅ SHORTLIST
Data Analyst,Male,Indian,Master,Tier 3,21.46,0.764,94.7,0.7396196285446814,✅ SHORTLIST
Data Analyst,Male,Other,Bachelor,Tier 2,3.36,0.53,91.0,0.05689238077940672,❌ REJECT
Data Analyst,Male,American,High School,Tier 2,8.56,0.896,96.5,0.39323008589624003,❌ REJECT
Data Analyst,Male,Asian (other),Master,Tier 1 (Top),9.58,1.0,79.2,0.7018162135652797,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 3,11.39,0.922,86.8,0.4230572600244048,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 3,12.08,0.737,87.6,0.30245822913183773,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 1 (Top),20.29,1.0,83.8,0.8925685460820617,✅ SHORTLIST
Data Analyst,Female,American,Bachelor,Tier 2,7.14,0.896,82.1,0.27017830831235906,❌ REJECT
Data Analyst,Female,European,Bachelor,Tier 3,10.22,0.333,78.0,0.11459758737539671,❌ REJECT
Data Analyst,Female,European,Bachelor,Tier 2,4.99,0.817,87.1,0.17556589925370733,❌ REJECT
Data Analyst,Female,American,Master,Tier 2,8.88,0.794,94.8,0.3764606076030197,❌ REJECT
Data Analyst,Female,Asian (other),PhD,Tier 3,4.67,1.0,66.3,0.21154652831914642,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,3.28,0.598,67.2,0.02981610649781963,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 3,5.15,0.84,84.0,0.5429432552171025,✅ SHORTLIST
Data Analyst,Female,Indian,Bachelor,Tier 2,11.42,0.787,69.5,0.1017497770820496,❌ REJECT
Data Analyst,Female,Asian (other),Bachelor,Tier 3,12.54,1.0,91.5,0.4625429152096043,❌ REJECT
Data Analyst,Male,Asian (other),Bachelor,Tier 3,10.79,0.88,85.3,0.6536360913943683,✅ SHORTLIST
Data Analyst,Female,American,Bachelor,Tier 3,7.27,0.753,83.4,0.20352979277553004,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,3.62,0.8,94.5,0.2313776959121575,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),8.34,0.711,74.4,0.12532821018422444,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 2,9.34,1.0,68.6,0.6111207373896282,✅ SHORTLIST
Data Analyst,Male,European,Bachelor,Tier 3,8.25,0.729,71.9,0.1364819266789493,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 2,12.84,0.751,84.0,0.636071348522848,✅ SHORTLIST
Data Analyst,Male,European,PhD,Tier 3,6.68,0.966,98.0,0.7900125652533602,✅ SHORTLIST
Data Analyst,Female,Asian (other),Bachelor,Tier 2,3.81,0.847,97.4,0.18409356827326714,❌ REJECT
Data Analyst,Female,European,Bachelor,Tier 2,15.02,1.0,94.6,0.5513532251836017,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 2,13.58,0.977,62.2,0.17109301813907493,❌ REJECT
Data Analyst,Female,Asian (other),Bachelor,Tier 2,12.47,0.797,78.3,0.1704900100051697,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 1 (Top),4.28,0.511,57.9,0.07614596400995506,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 2,5.95,0.771,61.0,0.09884649480723422,❌ REJECT
Data Analyst,Male,Other,Bachelor,Unknown,5.3,0.926,86.0,0.3039878692272275,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Unknown,6.75,1.0,78.9,0.6487518515759975,✅ SHORTLIST
Data Analyst,Female,Indian,Bachelor,Tier 3,8.72,1.0,89.5,0.3111149931149997,❌ REJECT
Data Analyst,Female,European,Bachelor,Tier 2,14.1,1.0,94.9,0.748616952026615,✅ SHORTLIST
Data Analyst,Male,Asian (other),Master,Tier 3,7.25,0.747,91.8,0.23044656878032088,❌ REJECT
Data Analyst,Female,Other,Master,Tier 2,16.05,0.885,98.0,0.8407625195052597,✅ SHORTLIST
Data Analyst,Male,European,Master,Tier 1 (Top),9.85,1.0,83.2,0.7443646968060021,✅ SHORTLIST
Data Analyst,Male,Asian (other),Master,Tier 3,4.23,0.885,67.4,0.08100330142645305,❌ REJECT
Data Analyst,Female,African,Master,Tier 3,14.19,0.922,69.9,0.290600477287449,❌ REJECT
Data Analyst,Female,European,Bachelor,Tier 3,6.87,0.891,94.0,0.6743443791237778,✅ SHORTLIST
Data Analyst,Female,European,Bachelor,Tier 2,3.47,0.749,67.0,0.11123708257752,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,13.12,1.0,76.0,0.5608536514809395,✅ SHORTLIST
Data Analyst,Male,Other,Master,Tier 2,10.35,0.886,93.4,0.704892401583856,✅ SHORTLIST
Data Analyst,Male,European,Master,Tier 1 (Top),7.31,0.387,72.5,0.14072719953106544,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 2,3.42,0.97,98.0,0.7588935425254419,✅ SHORTLIST
Data Analyst,Female,Indian,Master,Tier 1 (Top),3.53,0.989,94.9,0.5337729600123278,✅ SHORTLIST
Data Analyst,Female,African,Bachelor,Tier 2,5.44,0.662,90.7,0.10497596212192814,❌ REJECT
Data Analyst,Male,Other,High School,Tier 1 (Top),4.42,0.635,67.5,0.05305580735260241,❌ REJECT
Data Analyst,Female,African,Bachelor,Tier 2,9.78,0.604,88.9,0.1162194437745225,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,14.36,1.0,98.0,0.5166649165553202,✅ SHORTLIST
Data Analyst,Male,European,Bachelor,Tier 1 (Top),8.31,1.0,70.2,0.20615520990000355,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 2,13.97,1.0,98.0,0.8741122600175295,✅ SHORTLIST
Data Analyst,Female,Indian,Master,Tier 3,18.12,0.972,92.3,0.8111794642306314,✅ SHORTLIST
Data Analyst,Male,African,Bachelor,Tier 2,7.17,0.843,98.0,0.38458849208868906,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,18.11,1.0,68.8,0.6471088238797682,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 3,7.16,0.875,61.7,0.149106149574635,❌ REJECT
Data Analyst,Female,Indian,High School,Tier 3,6.94,0.801,92.3,0.17109794611091275,❌ REJECT
Data Analyst,Female,American,Bachelor,Tier 3,6.16,1.0,91.3,0.369789640407783,❌ REJECT
Data Analyst,Female,American,PhD,Tier 1 (Top),13.58,0.725,86.2,0.7084441545742257,✅ SHORTLIST
Data Analyst,Male,American,PhD,Tier 3,14.0,1.0,62.2,0.2569481491334916,❌ REJECT
Data Analyst,Female,Asian (other),Bachelor,Unknown,8.79,0.665,94.3,0.13450274703976767,❌ REJECT
Data Analyst,Male,American,Master,Tier 3,11.85,0.838,82.1,0.3823052573766402,❌ REJECT
Data Analyst,Female,Other,Master,Tier 3,5.56,0.622,71.0,0.10397578094973953,❌ REJECT
Data Analyst,Female,European,Bachelor,Tier 1 (Top),4.93,0.59,63.8,0.05636657097290006,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 2,12.91,0.568,89.7,0.2735740351207424,❌ REJECT
Data Analyst,Female,Asian (other),Bachelor,Tier 2,12.11,0.743,94.6,0.30351311084329813,❌ REJECT
Data Analyst,Male,American,Master,Tier 3,14.81,1.0,70.9,0.5591175241008195,✅ SHORTLIST
Data Analyst,Male,African,Bachelor,Tier 2,3.57,0.647,63.3,0.06567148326760885,❌ REJECT
Data Analyst,Female,African,High School,Tier 3,10.89,0.98,79.6,0.6769154530207246,✅ SHORTLIST
Data Analyst,Female,Indian,Bachelor,Tier 2,10.99,0.953,96.6,0.4172331376141738,❌ REJECT
Data Analyst,Female,European,Master,Tier 3,10.1,0.923,87.3,0.6906319362177782,✅ SHORTLIST
Data Analyst,Male,Indian,Master,Tier 1 (Top),4.12,1.0,74.0,0.6494782909197192,✅ SHORTLIST
Data Analyst,Female,American,Bachelor,Tier 1 (Top),8.61,1.0,93.2,0.7718556546541916,✅ SHORTLIST
Data Analyst,Female,Asian (other),Master,Tier 3,6.54,0.916,97.0,0.2695696305502412,❌ REJECT
Data Analyst,Male,American,Bachelor,Tier 2,20.01,1.0,58.9,0.34545162521508144,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 2,15.66,1.0,90.2,0.8023310091226611,✅ SHORTLIST
Data Analyst,Female,American,High School,Tier 1 (Top),18.63,0.625,98.0,0.6303128348468549,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 3,11.74,0.784,74.4,0.17043072847384655,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 3,10.84,1.0,64.7,0.3187736493125566,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 3,3.25,0.607,98.0,0.15248307063026012,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 2,8.81,0.674,93.6,0.301711277621525,❌ REJECT
Data Analyst,Male,Other,Master,Tier 2,13.18,1.0,66.4,0.29491638614889015,❌ REJECT
Data Analyst,Female,American,Bachelor,Tier 1 (Top),12.39,0.803,97.6,0.5218079574434025,✅ SHORTLIST
Data Analyst,Male,African,Master,Tier 3,5.16,1.0,61.5,0.1272719574394266,❌ REJECT
Data Analyst,Male,Asian (other),Bachelor,Tier 2,7.9,0.412,93.6,0.1423395767054721,❌ REJECT
Data Analyst,Male,American,Bachelor,Tier 3,15.66,0.793,93.8,0.39523795193983857,❌ REJECT
Data Analyst,Female,Asian (other),PhD,Tier 2,5.37,0.683,85.1,0.16657788438835572,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),18.98,1.0,74.4,0.4797605993277754,❌ REJECT
Data Analyst,Male,American,Bachelor,Tier 1 (Top),4.16,0.747,98.0,0.22116224204107054,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 3,12.07,0.987,82.5,0.37324830921746943,❌ REJECT
Data Analyst,Male,American,Master,Tier 3,11.71,0.642,61.9,0.1575668758919978,❌ REJECT
Data Analyst,Male,Indian,High School,Tier 2,14.5,0.773,93.4,0.5075302364811592,✅ SHORTLIST
Data Analyst,Female,American,Bachelor,Tier 2,7.39,1.0,92.4,0.30494863355001556,❌ REJECT
Data Analyst,Female,Indian,High School,Unknown,5.26,0.983,86.2,0.2600686787123885,❌ REJECT
Data Analyst,Male,American,Bachelor,Tier 2,6.0,0.923,72.7,0.4976144080452041,❌ REJECT
Data Analyst,Male,American,Bachelor,Tier 2,7.85,0.825,82.8,0.23650469916671096,❌ REJECT
Data Analyst,Female,African,PhD,Tier 2,6.58,0.615,91.5,0.18333243635119584,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),5.02,0.595,87.2,0.11773784038439632,❌ REJECT
Data Analyst,Female,American,PhD,Tier 1 (Top),6.03,0.466,68.4,0.5117160828102559,✅ SHORTLIST
Data Analyst,Female,European,Bachelor,Tier 2,12.16,0.794,81.2,0.2249958636901162,❌ REJECT
Data Analyst,Female,Asian (other),High School,Tier 3,14.86,0.466,59.4,0.10618820826186846,❌ REJECT
Data Analyst,Male,Other,Master,Unknown,12.04,0.908,82.2,0.6637672871733035,✅ SHORTLIST
Data Analyst,Male,Indian,Master,Tier 2,9.25,0.859,83.3,0.2767435143106547,❌ REJECT
Data Analyst,Female,American,Master,Tier 2,11.8,0.831,69.5,0.2457399822249887,❌ REJECT
Data Analyst,Female,African,Master,Tier 3,9.85,0.866,78.0,0.2986660338478631,❌ REJECT
Data Analyst,Male,American,Bachelor,Tier 3,14.9,0.702,62.4,0.06863068851139283,❌ REJECT
Data Analyst,Male,Indian,Master,Unknown,5.67,0.978,98.0,0.4647914620908738,❌ REJECT
Data Analyst,Female,Asian (other),Master,Tier 3,10.04,0.942,85.0,0.37071595103458366,❌ REJECT
Data Analyst,Male,Other,Master,Tier 3,3.74,0.476,48.4,0.061648011352897984,❌ REJECT
Data Analyst,Male,European,PhD,Unknown,3.36,0.75,57.8,0.14447044696839892,❌ REJECT
Data Analyst,Female,American,Bachelor,Tier 1 (Top),22.07,1.0,79.4,0.8481081300642866,✅ SHORTLIST
Data Analyst,Male,American,Bachelor,Tier 3,9.14,0.78,84.3,0.13500590017133005,❌ REJECT
Data Analyst,Male,African,Bachelor,Tier 2,3.96,0.4,54.9,0.05164224640598042,❌ REJECT
Data Analyst,Female,Asian (other),High School,Tier 2,4.2,0.55,68.6,0.03810189784889213,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 3,7.55,0.552,82.1,0.12957464111271397,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 2,12.99,0.649,72.8,0.1940949527839467,❌ REJECT
Data Analyst,Female,Indian,Bachelor,Tier 1 (Top),9.27,1.0,98.0,0.7851595431397002,✅ SHORTLIST
Data Analyst,Female,European,Master,Tier 3,8.16,0.788,59.3,0.14271493039503316,❌ REJECT
Data Analyst,Female,Other,PhD,Tier 3,10.04,1.0,84.5,0.684816174081175,✅ SHORTLIST
Data Analyst,Male,American,Bachelor,Tier 3,11.03,0.923,65.1,0.22269658851568574,❌ REJECT
Data Analyst,Male,Indian,PhD,Tier 3,13.53,1.0,71.4,0.4855772446165026,❌ REJECT
Data Analyst,Female,Other,Bachelor,Tier 2,15.15,1.0,86.7,0.7875741404725817,✅ SHORTLIST
Data Analyst,Male,Asian (other),High School,Tier 2,8.41,0.403,56.6,0.08064546521471437,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 3,6.39,0.686,92.9,0.3402098221611481,❌ REJECT
Data Analyst,Male,Other,Master,Tier 3,4.37,1.0,60.7,0.16760115549602594,❌ REJECT
Data Analyst,Male,Indian,PhD,Tier 3,3.03,0.639,90.7,0.2450832819867127,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 2,10.52,0.804,91.1,0.3515519027500141,❌ REJECT
Data Analyst,Female,Indian,High School,Tier 1 (Top),8.08,0.801,71.4,0.1406475256069402,❌ REJECT
Data Analyst,Male,European,Bachelor,Unknown,8.54,0.711,84.9,0.1821363425760423,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 3,5.67,0.864,89.9,0.18852793972388132,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,7.6,0.57,71.0,0.06185459763735285,❌ REJECT
Data Analyst,Male,American,Bachelor,Tier 1 (Top),15.86,0.96,66.6,0.6556940529856705,✅ SHORTLIST
Data Analyst,Female,European,High School,Tier 2,20.2,0.993,95.9,0.8449328515124777,✅ SHORTLIST
Data Analyst,Female,Asian (other),Master,Tier 1 (Top),5.93,0.812,88.2,0.31864511365728787,❌ REJECT
Data Analyst,Female,African,Bachelor,Tier 2,7.47,0.552,77.1,0.06611582975638748,❌ REJECT
Data Analyst,Female,Other,Bachelor,Tier 3,6.04,0.756,59.8,0.040776214299641456,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,7.3,0.54,72.2,0.11334479944467425,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 3,7.12,0.783,83.3,0.16949668252582317,❌ REJECT
Data Analyst,Male,Indian,PhD,Tier 3,6.03,0.554,80.1,0.16120913720161198,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 3,7.87,1.0,59.2,0.11828912237248101,❌ REJECT
Data Analyst,Female,Other,Bachelor,Unknown,14.08,0.519,81.2,0.105808940308854,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 2,14.43,0.734,98.0,0.7301158049128731,✅ SHORTLIST
Data Analyst,Female,Indian,Bachelor,Tier 2,12.76,1.0,69.1,0.3032017197378137,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 3,10.41,0.88,72.9,0.28235800589629717,❌ REJECT
Data Analyst,Female,American,Bachelor,Tier 1 (Top),13.49,1.0,98.0,0.8337877226805185,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 1 (Top),13.87,0.987,89.9,0.8080440540254049,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 3,7.89,0.52,94.8,0.06138503347072488,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 3,22.17,0.962,70.7,0.7610857538710448,✅ SHORTLIST
Data Analyst,Female,Indian,Bachelor,Tier 2,11.89,0.994,72.1,0.44977854532575884,❌ REJECT
Data Analyst,Male,Other,Bachelor,Tier 1 (Top),16.88,1.0,87.9,0.538228434531262,✅ SHORTLIST
Data Analyst,Male,Indian,Bachelor,Tier 2,12.01,1.0,73.1,0.7308946590698419,✅ SHORTLIST
Data Analyst,Female,Indian,High School,Tier 2,10.76,0.717,65.3,0.10337402548696321,❌ REJECT
Data Analyst,Female,Other,Master,Tier 3,12.69,1.0,86.4,0.781511787487571,✅ SHORTLIST
Data Analyst,Male,Indian,Master,Tier 1 (Top),4.36,0.735,55.2,0.2256074826578591,❌ REJECT
Data Analyst,Non-binary/Other,American,High School,Tier 3,11.54,0.311,83.4,0.11282901238334805,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,26.02,0.823,67.5,0.3512108204090348,❌ REJECT
Data Analyst,Female,European,Bachelor,Tier 2,20.07,1.0,87.7,0.4469665562187396,❌ REJECT
Data Analyst,Male,Indian,Bachelor,Tier 2,3.23,1.0,75.0,0.25525880612544916,❌ REJECT
Data Analyst,Female,Indian,Master,Tier 3,5.41,0.654,83.0,0.11948852376039362,❌ REJECT
Data Analyst,Female,American,Bachelor,Tier 2,13.69,0.721,98.0,0.6961786907993843,✅ SHORTLIST
Data Analyst,Female,Indian,Master,Tier 2,5.82,1.0,85.6,0.23400434590582012,❌ REJECT
Data Analyst,Female,Other,Master,Tier 2,8.19,0.576,64.7,0.13314324666129657,❌ REJECT
Data Analyst,Male,European,PhD,Tier 3,9.26,1.0,78.1,0.6566121944974163,✅ SHORTLIST
Data Analyst,Non-binary/Other,American,Bachelor,Tier 2,13.92,0.974,98.0,0.736420064455274,✅ SHORTLIST
Data Analyst,Male,African,Bachelor,Tier 2,14.22,0.941,67.5,0.6187013220711379,✅ SHORTLIST
Data Analyst,Male,African,Master,Tier 1 (Top),19.35,0.903,82.6,0.7847434307404612,✅ SHORTLIST
Data Analyst,Female,European,High School,Tier 2,8.47,0.611,96.9,0.1909963192952748,❌ REJECT
Data Analyst,Male,Indian,High School,Tier 3,8.17,0.838,98.0,0.24104241766508017,❌ REJECT
Data Analyst,Male,Asian (other),Master,Tier 3,6.89,0.849,65.8,0.19341163145095763,❌ REJECT
Data Analyst,Male,European,Bachelor,Tier 1 (Top),20.12,1.0,80.5,0.5654168048282372,✅ SHORTLIST
Data Analyst,Female,American,Master,Unknown,6.45,0.987,90.9,0.27430836305359524,❌ REJECT
Data Analyst,Male,Asian (other),Master,Tier 3,18.04,1.0,92.4,0.7027701092508052,✅ SHORTLIST
Data Analyst,Female,American,Bachelor,Tier 3,18.33,0.796,96.7,0.503623252082072,✅ SHORTLIST
Data Analyst,Female,Indian,Master,Tier 2,7.14,0.709,66.8,0.1595565844595446,❌ REJECT
Data Analyst,Female,American,Bachelor,Tier 2,9.12,0.875,98.0,0.3909557736575813,❌ REJECT
Data Analyst,Female,Indian,High School,Tier 2,3.94,0.582,82.0,0.06861853996241558,❌ REJECT
Data Analyst,Male,Indian,Master,Tier 1 (Top),16.59,1.0,90.5,0.8933316114648078,✅ SHORTLIST
