age,gender,nationality,education_level,field_of_study,university_tier,years_of_experience,relevant_experience_years,current_salary,num_previous_jobs,skill_match_score,num_certifications,has_leadership_experience,interview_score,distance_from_office,job_role_applied,application_source,hired
39,0,4,0,0,2,11.69,10.59,105550.66,3,0.962,2,1,78.0,24.95,2,2,0
36,1,0,0,3,1,11.08,9.19,117469.47,2,0.646,2,1,98.0,23.68,9,2,1
25,1,5,0,2,1,20.93,22.43,165241.61,2,1.0,1,1,82.8,143.03,9,2,0
32,1,4,1,2,1,8.53,9.03,81368.36,0,0.875,3,1,98.0,12.34,3,0,1
21,1,3,2,4,0,2.09,3.23,127691.9,3,1.0,1,1,89.3,53.61,3,1,1
37,1,2,1,1,2,13.14,15.14,138355.27,2,1.0,3,0,71.2,100.82,3,1,0
29,1,4,0,1,2,10.95,10.81,102604.22,3,0.554,0,1,70.2,27.49,9,2,0
28,0,1,0,1,2,10.81,9.89,133604.04,6,1.0,2,0,75.4,82.95,9,2,0
31,0,4,0,2,1,8.55,9.76,175806.05,3,1.0,5,0,77.6,121.38,0,2,0
32,0,4,0,2,1,13.22,13.26,134575.17,2,1.0,3,0,98.0,115.18,9,4,0
39,0,4,0,3,1,25.52,24.51,165247.98,2,1.0,2,1,98.0,107.43,0,2,1
36,1,3,0,3,2,8.94,8.26,87592.33,3,0.452,1,1,82.9,126.16,9,4,0
30,0,3,0,0,2,14.9,15.06,98235.71,2,0.82,4,1,73.7,55.32,1,2,0
38,1,5,0,2,2,9.06,8.44,138534.7,3,0.867,4,0,80.3,42.4,2,1,0
35,1,1,0,2,2,10.9,8.4,103146.54,5,0.649,4,1,83.8,17.04,9,3,1
28,1,4,2,2,3,14.49,13.9,113802.67,2,0.885,3,0,91.5,46.3,9,0,0
31,1,4,0,3,2,7.17,7.85,148505.39,1,0.575,4,1,75.7,112.17,3,2,0
30,1,0,2,2,2,11.01,12.48,148862.79,5,0.537,3,1,91.7,181.05,1,2,0
36,1,1,2,2,0,6.85,7.93,134489.94,4,0.886,2,1,98.0,81.63,8,2,1
29,0,2,0,2,2,5.48,3.57,69043.78,8,0.747,2,0,82.8,116.32,7,2,0
28,1,4,2,2,1,4.29,3.97,66888.62,5,0.726,5,0,84.8,39.46,9,2,0
47,1,1,2,3,2,16.66,16.02,165056.67,3,0.734,1,1,73.9,53.69,3,3,1
39,1,4,2,3,2,9.41,8.27,96291.58,1,0.996,0,1,98.0,153.64,9,3,1
25,1,4,2,3,2,4.56,7.36,90125.97,5,0.931,4,1,98.0,59.75,1,1,1
36,1,2,0,2,2,11.56,10.27,126409.89,4,1.0,3,0,83.0,115.07,7,1,0
32,1,1,0,3,2,8.57,8.1,77004.08,3,0.41,1,0,91.5,75.98,7,2,0
35,1,4,0,4,2,7.6,7.67,75735.6,5,0.909,2,0,85.7,34.02,9,2,0
33,0,2,1,2,2,5.17,4.74,91057.48,4,0.759,2,1,98.0,57.97,3,1,0
41,0,1,0,4,2,11.02,9.8,149005.79,1,1.0,1,0,77.4,61.09,5,3,0
34,1,4,2,3,1,11.22,9.72,154041.6,4,0.712,0,1,79.9,38.33,9,2,0
31,1,5,0,2,0,7.57,6.92,89102.21,3,0.794,2,1,98.0,20.51,9,2,0
40,0,4,0,2,0,21.47,21.38,160521.72,1,1.0,0,0,61.9,6.27,2,1,1
33,1,0,0,2,1,11.42,12.82,136075.23,2,1.0,2,0,80.7,93.21,9,2,0
32,1,2,0,3,1,8.2,8.2,76782.49,4,0.757,1,0,98.0,73.27,9,1,0
34,1,4,0,3,2,30.0,29.54,173318.44,6,1.0,2,0,75.9,127.45,9,2,1
31,0,1,2,0,2,15.34,13.96,163461.15,3,0.783,0,0,83.1,150.32,2,1,0
32,0,4,3,1,0,7.51,8.51,128226.5,5,0.829,2,1,74.3,36.48,7,2,0
27,0,4,0,3,2,6.95,7.33,78465.75,5,0.909,3,0,78.0,4.13,9,4,0
25,1,2,1,3,0,4.64,3.21,77794.14,1,0.532,1,1,78.5,130.12,4,2,1
24,1,4,2,1,2,4.86,4.27,89894.57,3,0.635,2,0,97.5,69.94,9,2,0
21,1,4,2,2,2,3.98,2.44,137640.86,4,0.67,0,1,75.1,89.01,8,2,0
24,0,1,2,2,2,18.87,20.12,142788.18,6,1.0,4,0,98.0,28.13,9,0,0
30,0,1,2,3,1,5.4,3.58,115680.4,5,0.933,0,0,71.2,32.49,2,0,0
32,1,3,0,2,0,7.46,6.47,103798.16,2,1.0,1,0,80.4,49.03,6,2,0
29,1,2,2,3,2,5.13,5.44,124566.48,5,0.466,2,0,77.5,101.53,3,2,1
21,1,3,1,3,1,4.16,4.59,68479.98,6,0.516,3,0,73.2,51.84,2,4,0
44,1,0,2,3,1,10.78,12.31,121324.54,6,1.0,3,1,97.1,72.68,0,1,1
40,1,4,2,2,1,6.79,4.77,77282.19,6,1.0,3,1,98.0,188.81,7,2,1
35,1,3,2,2,2,8.33,8.75,160873.07,4,0.549,0,1,63.2,197.53,6,2,0
47,0,4,0,2,1,15.27,14.87,192723.38,7,0.839,1,1,77.6,99.68,6,0,0
24,1,5,2,2,2,4.6,3.89,109376.76,0,0.782,2,1,88.7,23.16,7,1,0
47,1,1,2,3,2,10.18,7.77,160120.13,5,0.62,5,0,75.8,40.02,9,0,0
24,1,5,0,3,2,10.83,10.39,93999.06,3,0.83,1,0,61.8,22.96,2,2,0
33,1,2,2,2,1,3.48,3.58,80361.85,3,0.754,0,0,70.3,8.05,2,2,0
21,1,2,2,2,2,1.95,1.0,51902.76,7,1.0,2,0,65.1,88.41,2,2,0
32,0,1,2,3,1,4.77,4.09,106605.87,7,0.466,1,0,69.0,61.7,9,1,0
35,1,1,0,2,1,5.9,6.6,122230.25,5,0.63,2,1,98.0,130.56,9,1,0
30,2,1,2,2,1,7.02,5.69,87631.44,3,0.4,2,1,54.8,98.71,9,0,0
37,1,4,0,3,1,6.01,6.11,102677.92,2,0.747,2,1,98.0,59.62,1,1,0
32,1,0,2,2,2,8.47,9.26,129967.66,4,0.461,2,0,88.5,57.1,9,1,0
27,1,2,3,4,1,5.62,2.19,94829.61,4,0.461,1,1,81.0,69.8,5,4,0
27,0,2,2,1,2,8.07,6.55,121741.96,3,1.0,2,0,89.3,25.81,6,4,0
38,1,1,2,3,2,11.6,14.48,142201.8,7,0.651,2,0,87.3,122.75,0,1,0
26,1,4,0,2,1,5.47,3.06,181282.5,3,0.428,2,0,64.6,74.98,9,2,0
39,1,3,3,2,0,14.85,14.31,134306.02,9,1.0,2,0,81.7,57.2,4,3,1
41,0,4,3,2,2,20.72,22.55,152021.76,0,1.0,3,0,73.0,47.76,0,0,0
21,1,0,0,2,0,10.2,10.29,176097.05,4,1.0,1,1,92.1,16.19,1,1,1
41,1,2,0,3,0,13.91,14.79,111427.9,0,1.0,1,1,76.8,47.93,3,1,0
48,1,4,0,2,1,9.29,9.43,114700.31,1,0.878,3,0,98.0,99.37,9,0,0
34,1,3,0,4,1,3.82,3.6,111541.37,6,0.328,4,0,90.6,73.47,8,4,0
36,1,3,0,4,1,21.25,22.4,137148.97,4,1.0,0,1,86.4,114.56,3,1,0
40,1,3,0,1,0,25.57,26.82,220000.0,2,1.0,2,0,69.7,75.42,9,2,1
29,0,1,3,0,2,11.12,8.88,168218.68,6,0.89,2,1,81.9,24.63,9,1,0
33,1,4,1,2,2,13.79,14.79,92934.83,5,0.843,0,0,87.7,69.48,2,3,0
21,0,4,2,1,0,5.36,2.69,103224.22,4,0.438,3,1,98.0,92.36,6,0,0
33,0,2,2,2,1,9.45,8.7,177606.49,6,0.531,3,0,72.9,79.69,3,4,0
35,1,4,2,4,0,27.79,28.13,220000.0,3,1.0,0,0,90.4,70.48,6,2,1
36,0,2,0,1,1,17.76,17.24,156755.48,4,0.769,1,0,88.2,44.41,2,1,0
40,0,1,0,3,1,24.93,25.31,169217.94,0,1.0,1,0,81.1,155.33,4,1,0
25,0,5,0,0,1,2.74,2.55,53203.02,8,0.756,0,0,90.0,159.69,4,2,0
27,0,5,3,2,2,14.5,14.84,147647.96,5,0.903,1,1,98.0,78.63,7,4,0
47,0,3,0,3,3,20.54,19.89,150062.55,3,0.844,4,0,90.6,87.49,7,2,1
30,1,1,0,4,1,4.06,3.29,72680.16,8,0.394,0,0,71.5,82.96,9,2,0
33,0,1,0,2,1,3.23,4.23,78663.27,1,0.845,2,0,90.8,11.67,9,2,0
31,1,4,0,1,1,5.81,7.2,93650.76,3,0.649,0,0,81.6,98.65,9,4,1
25,0,4,3,3,2,8.81,9.54,134263.87,5,0.983,0,1,75.6,139.8,4,3,0
44,1,3,0,3,1,15.66,17.41,139515.17,4,1.0,2,1,83.7,46.32,3,4,1
27,0,2,2,0,0,30.0,30.0,220000.0,3,1.0,3,0,68.1,39.76,1,1,1
22,1,4,0,4,2,7.05,6.07,103737.78,3,0.621,2,0,57.7,17.63,2,3,0
28,0,1,2,2,2,1.97,1.97,83635.93,3,0.992,1,1,79.9,51.61,2,2,0
21,0,1,0,2,0,7.33,8.27,113359.96,7,1.0,1,1,94.0,67.86,3,4,0
26,0,0,2,3,2,7.02,4.36,63446.72,2,0.45,2,0,90.0,36.9,2,2,0
24,0,4,0,1,2,3.88,2.15,96966.86,6,0.752,2,0,88.0,196.46,7,4,0
36,1,4,2,3,1,5.44,5.88,106240.79,5,1.0,5,0,77.2,53.53,0,1,0
26,0,5,0,0,0,4.49,4.6,95713.63,8,0.725,1,1,87.5,3.85,7,2,0
39,0,4,0,0,3,17.0,17.96,122452.73,4,1.0,2,0,98.0,35.63,1,2,1
43,0,3,0,3,2,12.97,10.6,133234.26,4,1.0,1,0,98.0,64.34,6,1,0
38,0,3,1,2,1,12.8,12.22,112020.7,9,0.936,1,0,83.0,159.08,9,2,0
30,1,1,0,2,1,5.53,3.84,74367.36,3,0.969,2,0,83.8,51.28,7,4,1
33,1,1,2,3,1,5.8,6.24,137975.17,3,0.812,2,1,74.7,12.06,9,2,0
21,1,0,0,4,2,2.17,4.81,57237.44,4,0.807,1,0,69.5,106.65,0,0,0
30,0,4,0,3,0,13.41,13.8,178019.24,11,0.723,2,0,78.7,158.38,6,2,0
25,1,4,0,3,1,4.34,2.99,108412.37,4,0.629,3,0,80.4,26.24,2,3,1
37,0,1,0,1,0,7.65,7.62,122415.19,3,0.841,2,0,92.7,25.29,4,1,1
52,1,1,0,2,3,10.27,9.21,75689.12,2,0.785,1,1,87.8,28.79,9,0,0
35,0,3,0,2,2,7.65,9.17,156261.52,3,0.708,4,0,85.3,26.29,4,4,0
21,0,5,0,3,1,1.99,1.5,134178.42,4,0.602,1,1,93.2,113.46,9,2,0
29,1,5,0,4,1,3.61,1.15,88145.13,3,0.696,1,0,84.5,70.67,2,0,0
32,0,4,0,4,1,13.76,11.65,121446.29,1,0.627,0,0,73.0,70.68,7,2,0
32,0,4,0,1,1,11.21,8.49,102923.08,6,0.49,2,1,90.5,46.72,5,2,0
26,1,4,2,3,2,1.04,2.54,75632.7,5,0.791,0,1,89.8,123.87,9,1,0
33,1,5,2,3,2,8.2,5.35,128866.3,1,1.0,2,0,97.0,63.77,6,3,0
22,1,1,2,3,0,3.78,4.6,157149.03,3,1.0,1,0,73.2,31.52,9,4,0
24,0,1,0,1,2,11.48,9.72,107354.38,5,0.929,1,1,98.0,29.89,5,4,0
37,1,2,2,3,2,5.49,4.36,119147.47,3,0.717,2,1,79.7,43.01,5,0,1
23,1,1,2,2,0,5.8,6.04,124537.81,1,0.679,1,1,74.8,101.73,7,1,0
36,1,4,0,2,2,15.54,15.31,130507.4,3,0.93,1,0,88.2,36.54,5,2,0
21,1,1,0,1,2,5.65,4.49,55978.93,2,0.469,0,0,91.9,46.87,9,1,0
46,0,3,0,1,1,15.26,13.71,137202.78,6,1.0,2,0,73.1,17.54,6,0,0
25,0,2,0,2,2,4.22,5.18,112871.64,6,0.962,1,0,88.9,52.93,3,2,0
30,1,3,2,0,0,13.38,14.38,146242.63,4,0.474,2,1,74.9,62.54,2,3,0
34,0,4,2,0,2,15.69,17.19,167711.06,4,0.858,1,1,88.0,83.6,9,1,1
27,0,4,0,1,1,12.78,15.51,149431.57,2,1.0,3,1,98.0,122.38,1,4,0
33,1,2,0,1,2,12.31,9.85,118660.65,11,0.7,1,0,67.7,33.64,9,2,0
36,1,0,1,2,1,10.79,9.53,98851.4,6,0.764,0,0,73.5,99.52,9,2,0
39,0,4,0,4,1,10.2,8.89,117295.3,1,0.985,0,1,92.0,24.19,3,2,0
38,0,4,0,2,2,10.46,10.66,120109.44,1,1.0,1,0,87.6,67.31,9,2,1
30,0,3,0,2,2,3.33,3.83,54618.84,6,0.611,1,1,98.0,137.42,5,4,0
30,1,1,0,1,0,3.33,2.3,79907.32,4,0.906,3,1,79.0,57.45,9,1,0
50,0,4,2,3,1,11.94,12.49,122922.83,5,0.906,1,0,93.2,51.73,1,4,0
39,0,1,2,4,0,6.73,7.85,123170.72,3,1.0,3,1,98.0,64.62,1,1,1
24,0,5,2,3,1,3.64,4.62,96768.84,2,0.87,3,0,83.7,41.43,1,1,0
32,0,3,2,2,2,5.34,2.02,92803.79,3,0.672,2,0,78.0,32.93,9,0,0
29,0,1,0,4,0,13.22,11.66,102512.15,2,0.92,1,1,81.6,26.56,5,1,0
30,0,2,2,3,0,14.92,18.42,133778.18,1,0.838,2,0,74.4,36.48,0,2,0
22,1,4,0,3,2,4.11,4.02,81054.5,3,0.521,3,0,72.3,68.68,8,1,0
28,0,1,0,3,2,3.16,2.76,64941.54,1,0.924,0,0,98.0,311.56,5,0,0
46,1,1,1,0,2,12.72,11.66,104814.42,1,0.69,1,0,92.4,107.14,5,3,0
36,0,1,1,3,1,10.87,8.8,103031.15,5,0.944,0,0,75.4,69.75,7,1,0
21,1,5,0,2,2,8.14,6.84,162162.18,1,0.851,4,1,87.8,147.66,7,2,0
41,0,4,0,3,2,7.68,8.16,71893.92,1,0.847,1,0,81.5,63.15,9,0,0
40,1,4,0,4,1,10.18,8.96,94653.65,5,1.0,1,0,81.4,71.84,9,0,1
29,0,5,0,2,2,10.34,8.0,108821.06,4,0.675,2,1,95.9,132.3,7,0,0
37,1,4,2,2,2,21.36,20.99,135917.49,1,0.852,3,1,85.5,234.23,9,2,1
25,1,4,0,1,1,4.65,4.67,67624.27,4,0.741,1,0,72.5,50.29,1,0,0
28,0,1,0,0,1,8.11,8.44,160488.6,4,0.533,4,1,98.0,144.71,2,1,0
43,0,5,2,3,2,9.47,7.55,153750.33,1,1.0,1,0,79.0,147.46,2,2,0
29,1,1,0,0,1,10.4,9.0,114548.86,4,1.0,1,1,85.5,38.93,3,2,0
21,1,1,2,2,1,11.13,10.16,133373.74,3,0.882,3,0,83.2,33.42,9,0,1
31,1,3,2,3,3,3.89,1.47,76848.88,4,0.777,0,1,87.2,128.48,5,2,0
31,0,5,3,3,0,12.14,11.12,171015.82,3,0.968,4,0,74.8,74.81,9,1,0
41,0,2,0,3,2,10.01,11.51,104581.32,5,0.814,0,0,79.2,38.37,8,2,0
32,0,4,0,2,2,21.75,22.79,186075.44,3,1.0,3,0,96.4,26.73,3,4,0
28,1,2,2,3,1,14.99,13.67,147846.39,0,0.684,4,1,94.2,45.6,9,1,1
40,1,0,1,2,1,16.72,16.67,129182.2,4,1.0,2,0,59.6,91.71,2,0,0
32,0,3,1,1,1,5.28,5.93,88300.02,9,0.865,2,1,66.5,158.05,3,2,0
25,1,3,0,1,0,10.89,9.55,124043.93,3,1.0,2,1,75.5,63.64,2,1,1
41,0,1,2,3,1,13.93,12.81,123847.81,5,1.0,1,0,60.9,34.58,8,1,0
33,1,3,0,3,2,23.51,22.96,137816.26,3,0.945,2,0,66.9,304.1,2,0,1
32,0,2,2,3,2,7.44,8.89,133143.99,3,0.802,2,0,84.9,50.8,3,2,0
33,0,4,0,4,0,7.33,6.63,117142.97,10,0.489,1,1,68.0,71.99,9,2,0
23,1,4,2,1,1,5.38,6.45,120772.31,3,0.971,0,0,87.6,181.23,9,1,0
27,0,4,0,1,2,9.91,8.39,95343.51,3,0.66,2,0,82.3,42.27,9,2,0
32,1,0,0,2,2,7.86,6.23,62906.89,3,0.597,2,1,66.8,27.75,6,0,0
30,1,3,0,2,0,2.37,0.5,69259.05,4,0.853,1,0,88.8,61.97,5,2,0
42,1,1,0,2,0,14.12,13.44,116117.9,1,0.769,2,0,67.9,108.35,2,0,0
33,1,2,0,3,2,11.19,11.36,97551.07,2,0.856,2,1,96.1,46.64,3,2,0
38,1,2,0,1,0,30.0,30.0,202078.34,3,1.0,1,1,89.5,57.31,2,2,1
32,0,5,3,0,1,7.3,8.8,194991.04,1,0.504,1,0,83.5,146.44,8,2,0
40,1,4,2,1,0,10.76,11.65,104969.74,2,0.879,0,0,80.5,78.33,9,2,0
35,1,1,2,4,1,14.96,16.11,188812.96,8,1.0,1,1,93.4,45.54,8,4,1
32,1,3,3,2,0,5.55,6.24,108967.34,7,1.0,3,1,78.2,70.56,9,1,1
31,1,4,0,4,2,9.94,9.19,160106.33,0,0.747,3,0,85.4,42.95,2,4,0
24,1,4,0,1,2,3.95,2.42,123066.31,4,0.593,3,0,95.8,62.41,5,2,0
36,1,1,2,2,0,7.85,7.11,109097.59,6,1.0,2,0,80.8,80.22,2,4,0
31,0,2,2,1,0,5.89,6.19,110727.11,3,1.0,3,0,83.0,25.05,6,2,1
27,0,1,3,3,1,4.74,3.18,116448.66,2,0.67,1,1,76.7,97.73,9,1,0
40,0,1,2,3,1,7.71,9.0,103138.29,6,0.805,4,1,98.0,26.62,0,0,0
21,1,1,2,2,0,9.02,10.02,145614.34,6,0.698,2,0,60.7,35.84,2,4,0
28,0,4,2,3,1,5.67,5.51,150099.99,6,0.784,1,1,78.3,116.34,2,1,0
40,1,5,2,2,1,7.52,7.94,143600.65,5,0.731,0,0,98.0,156.05,8,2,0
34,1,4,0,2,2,10.4,10.47,104880.54,3,0.936,2,1,98.0,76.15,1,1,1
31,1,3,0,4,2,13.94,14.85,107998.04,1,0.874,2,1,86.1,27.19,9,1,0
34,1,4,2,3,1,7.64,8.14,126452.11,3,0.953,2,0,67.6,91.57,6,2,1
33,0,1,2,3,1,4.23,3.58,110365.06,6,0.508,1,1,95.8,32.07,3,1,0
21,1,0,0,3,1,8.52,7.14,86396.72,3,0.614,0,0,77.0,66.69,5,1,0
29,0,5,0,4,0,8.02,7.26,86309.13,2,0.816,1,0,88.1,59.29,6,2,0
44,1,4,2,3,2,9.7,8.51,122998.97,7,0.731,3,0,98.0,27.14,3,0,1
26,0,4,1,3,1,24.47,26.27,191687.75,5,0.832,4,0,98.0,28.02,3,2,1
29,0,4,0,0,0,6.31,6.0,92481.73,3,1.0,2,1,91.5,203.86,1,3,0
27,1,4,0,2,1,6.82,7.07,111987.56,4,1.0,3,1,84.6,160.16,0,2,1
31,0,3,2,1,1,11.58,9.41,98029.11,2,0.639,1,0,90.4,82.08,9,0,0
27,0,1,0,3,2,28.47,27.4,214472.61,4,1.0,3,1,76.2,78.83,9,4,1
35,0,2,0,3,3,10.8,11.1,152828.68,3,0.899,1,0,62.9,84.53,2,4,0
33,0,3,2,0,1,14.57,15.13,190834.55,4,0.635,4,1,97.9,88.59,3,2,0
38,0,4,0,4,1,3.97,5.21,114341.06,1,0.529,3,1,87.9,17.49,0,1,0
23,1,2,0,0,1,1.6,1.5,168963.75,5,0.427,2,1,65.6,48.66,9,0,0
29,0,0,3,2,2,6.09,5.82,124206.54,2,0.965,1,0,74.3,46.83,2,0,0
30,1,3,2,2,2,6.01,7.23,208849.29,1,0.732,1,0,69.3,81.84,3,0,0
35,1,5,0,3,1,15.19,13.71,145985.19,2,0.845,2,0,93.1,219.83,2,2,1
25,0,2,2,1,1,22.34,21.28,158032.07,5,0.801,3,0,84.6,146.05,2,4,0
39,1,3,2,3,1,20.22,19.49,147358.22,3,0.477,2,1,98.0,118.66,9,4,0
41,1,0,2,4,2,7.4,5.94,218067.93,3,0.801,2,0,98.0,137.92,9,2,0
24,1,3,0,2,2,7.63,6.81,126772.66,5,0.798,2,0,98.0,53.94,9,0,1
28,1,1,0,2,2,26.87,26.46,183830.65,1,1.0,2,1,98.0,134.15,2,1,0
27,1,4,2,2,1,19.15,17.6,164164.85,2,1.0,1,1,97.3,119.61,8,0,1
53,2,0,0,0,2,17.92,16.89,129520.4,5,0.793,0,0,90.7,103.86,7,2,1
28,1,4,1,3,0,21.23,19.82,172581.04,4,1.0,1,1,91.5,115.92,7,1,1
45,0,1,0,2,1,15.75,14.94,194368.67,3,1.0,3,0,97.1,16.62,4,1,1
21,1,1,0,0,2,2.17,2.71,98228.21,3,0.277,2,1,88.3,45.06,3,2,0
24,0,1,0,3,2,14.81,14.42,138549.97,3,1.0,2,1,91.5,207.3,9,2,0
26,2,3,1,2,1,18.71,16.92,129392.83,4,0.688,2,0,78.6,91.19,8,4,0
25,1,1,2,2,1,4.98,6.2,125022.95,1,0.974,3,1,73.9,143.96,1,3,0
29,0,4,0,4,0,3.35,3.12,108700.41,2,0.867,2,1,94.2,51.55,4,2,1
26,2,0,0,4,2,6.74,6.92,100391.09,2,0.3,2,1,70.3,54.47,2,2,0
25,0,3,2,2,0,5.72,3.62,174123.05,4,0.491,2,1,73.5,91.99,5,4,1
41,1,0,0,2,1,9.19,6.33,121862.88,6,0.957,1,0,66.1,50.72,5,2,0
41,0,4,2,1,3,12.58,13.42,102902.9,2,1.0,2,0,81.0,25.73,4,1,0
39,0,3,1,1,2,6.7,6.25,111535.84,3,0.946,0,0,79.7,211.36,4,2,0
36,1,2,1,3,1,12.22,12.2,163368.44,3,0.961,1,0,81.1,192.13,4,0,1
32,1,1,0,3,1,7.07,7.15,103590.45,9,0.847,2,1,66.8,98.36,6,0,0
28,1,2,3,1,1,10.04,9.06,127688.7,2,1.0,2,1,98.0,116.59,2,2,1
24,1,4,0,4,2,5.57,5.17,81058.25,4,0.933,3,1,76.1,62.99,3,0,0
34,0,3,2,1,2,11.17,10.51,116391.48,4,0.983,0,0,58.2,75.54,4,2,0
22,1,3,0,2,1,7.28,7.28,96591.21,8,0.874,3,0,77.8,80.28,3,4,0
24,1,1,0,1,1,17.18,14.83,162106.83,4,0.425,0,1,85.6,49.92,6,4,1
41,0,3,1,2,1,6.16,5.68,81453.28,2,0.528,1,0,82.3,74.44,7,1,0
47,1,4,2,3,1,7.2,7.12,103002.44,3,0.456,3,1,83.3,15.47,5,2,0
35,1,3,0,3,2,11.07,12.07,87276.53,2,1.0,2,1,85.4,17.88,7,0,1
40,1,4,0,0,0,19.48,19.43,127117.25,4,1.0,2,1,78.9,59.32,2,0,1
30,1,1,2,2,2,4.02,5.02,108377.22,4,0.65,5,0,88.5,98.32,2,2,0
21,1,4,0,4,2,8.83,9.6,128102.08,2,0.56,1,0,98.0,157.86,7,1,0
36,1,1,0,1,2,6.88,8.38,120905.4,6,0.441,2,0,78.8,102.33,9,0,1
36,1,3,0,2,1,11.52,12.18,159740.42,4,0.736,0,1,75.0,40.56,9,2,1
32,0,0,3,2,1,10.31,11.81,121356.58,5,1.0,2,1,98.0,75.14,9,1,1
30,0,1,0,2,2,3.69,3.32,118036.37,3,0.881,5,0,69.7,8.12,2,0,0
39,1,4,3,0,0,12.24,11.4,139613.95,2,0.97,0,1,61.9,103.34,2,1,1
24,0,1,0,2,3,2.0,2.5,58974.05,4,0.475,2,0,98.0,193.56,5,1,0
25,0,3,1,2,0,9.37,6.89,129147.59,5,0.89,0,0,85.4,5.94,7,4,0
23,1,4,2,2,0,5.19,5.26,90288.5,2,0.846,3,0,98.0,112.58,0,4,0
32,0,1,0,3,2,16.47,16.36,127013.21,3,1.0,3,0,80.5,120.41,8,3,0
23,0,3,0,3,2,5.67,6.76,106206.55,0,0.565,4,0,78.5,48.43,0,2,0
26,1,4,0,2,0,5.18,4.13,94214.37,6,0.432,0,1,90.4,107.45,2,2,0
26,1,4,0,4,0,10.36,11.76,115632.65,5,0.936,2,0,87.7,45.98,4,2,0
29,1,4,2,4,2,4.9,6.33,124998.59,5,0.854,2,1,73.3,38.76,9,3,0
21,1,4,2,3,1,19.51,19.95,177648.53,3,1.0,4,0,72.3,45.43,9,0,1
32,0,4,0,3,0,9.06,9.41,85627.75,4,0.59,0,1,87.0,49.56,9,3,0
41,0,3,2,3,1,8.07,5.31,79915.45,2,0.812,2,0,90.4,72.68,5,2,0
33,1,4,0,0,2,7.03,5.68,86849.73,3,0.802,3,0,67.8,47.62,3,2,0
44,0,4,0,3,2,17.7,19.32,176512.54,0,0.546,4,1,79.0,41.08,3,2,0
42,0,4,0,3,0,19.22,18.45,190469.45,3,0.955,4,0,73.6,49.83,2,0,1
38,1,3,2,3,1,10.68,10.92,152196.9,4,1.0,2,0,67.9,71.48,4,0,0
32,0,0,0,0,1,7.43,3.76,141652.14,3,0.508,2,1,82.7,48.6,8,2,0
32,0,3,0,3,2,8.25,9.75,97849.87,5,0.702,2,0,70.9,10.85,9,1,0
38,1,1,3,0,2,19.59,16.23,122562.75,2,1.0,3,0,91.9,101.15,2,1,0
28,1,3,2,2,1,3.09,2.48,78409.62,1,0.921,1,0,95.4,120.06,2,2,0
21,1,4,2,4,0,18.66,19.29,176999.54,1,1.0,2,0,94.0,36.69,9,2,1
35,1,4,0,0,1,7.97,9.03,115644.92,3,0.769,3,0,88.9,91.33,9,0,0
22,1,4,2,0,1,15.63,16.42,132289.97,4,0.794,1,0,61.4,57.43,8,0,0
24,1,4,0,2,0,4.02,3.51,106303.07,2,1.0,4,0,93.2,46.88,1,2,1
32,1,4,2,2,3,3.47,1.23,80276.25,6,1.0,0,0,97.2,57.33,2,2,1
31,0,1,0,4,1,7.86,7.48,116018.45,1,0.832,2,1,98.0,95.01,9,0,0
21,1,4,0,4,2,16.93,15.85,155732.93,3,0.658,1,0,66.7,30.0,2,2,0
33,1,5,1,2,1,16.01,14.84,151587.16,1,0.572,0,0,79.8,68.97,7,4,0
39,0,0,0,3,3,12.27,12.77,115118.3,4,1.0,1,1,88.6,54.24,5,2,0
22,0,5,0,2,0,6.39,6.5,74019.44,3,0.752,1,1,98.0,75.63,5,0,0
42,1,4,2,2,0,15.67,12.75,220000.0,4,1.0,2,0,98.0,54.54,2,0,0
21,1,0,2,2,0,3.86,1.73,114187.54,6,0.952,1,1,73.7,58.98,7,0,1
48,0,2,2,2,2,7.46,6.58,102410.35,6,0.992,4,0,82.3,24.31,9,3,1
28,1,0,0,3,1,11.37,11.88,116885.59,5,0.683,1,0,66.5,66.16,2,0,0
33,1,1,0,2,2,5.49,5.97,65307.44,3,0.715,2,0,74.0,45.94,1,0,0
21,1,2,3,4,2,12.96,12.45,113499.21,5,1.0,1,1,73.6,75.83,8,2,1
31,1,4,0,3,1,3.33,2.11,100953.07,2,0.578,2,0,81.3,96.75,6,1,0
33,1,4,0,3,1,4.09,1.51,73786.76,5,0.678,3,1,73.2,126.44,6,1,0
31,1,4,0,4,1,3.05,3.29,84447.54,3,0.899,2,1,98.0,29.82,9,2,0
27,0,5,3,1,0,5.59,5.67,94446.76,4,0.935,0,0,61.3,53.28,3,2,0
24,0,4,0,2,1,14.82,17.24,161300.86,4,0.756,3,0,86.1,51.27,0,1,0
41,0,4,1,3,0,12.88,11.49,106155.17,4,0.99,2,0,90.2,131.7,7,1,1
32,1,5,2,3,2,6.51,8.0,102413.84,3,0.832,1,1,70.1,75.53,3,2,1
44,1,4,0,0,2,9.33,9.39,171697.06,5,0.508,1,1,78.6,37.81,9,1,0
27,0,0,2,1,2,3.91,2.9,77572.36,8,0.718,2,1,54.2,18.03,8,0,0
28,1,2,0,3,1,9.96,9.3,86912.13,6,0.537,2,1,98.0,55.63,5,4,1
38,1,4,0,3,1,10.37,9.21,92495.11,3,0.688,2,0,70.8,10.04,5,1,0
